"","uid","X","text","option_id_1","option_id_2","option_id_3","option_id_4","option_id_5","option_id_6","option_text_1","option_text_2","option_text_3","option_text_4","option_text_5","option_text_6","Tags"
"177","3020@1",521,"Which of the molecules listed is an organic molecule?",11930,11931,11932,11933,NA,NA,"NaCl","H20","CH3","CaCl",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:y,lo:stax-anp:2-4-1,id:stax-anp:1630,cnxmod:e4e45509-bfc0-4aee-b73e-17b7582bf7e1"
"178","3021@1",533,"Salts are important to the human body because when they dissolve_________.",11934,11935,11936,11937,NA,NA,"They dissolve completely in water.","They dissolve into ions other than OH- and H+.","They leave trace vitamins behind.","They allow cells to reproduce.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:3,context-cnxmod:e4e45509-bfc0-4aee-b73e-17b7582bf7e1,lo:stax-anp:2-4-3,exid:stax-anp:1631,type:conceptual-or-recall"
"179","3021@1",533,"Salts are important to the human body because when they dissolve_________.",11934,11935,11936,11937,NA,NA,"They dissolve completely in water.","They dissolve into ions other than OH- and H+.","They leave trace vitamins behind.","They allow cells to reproduce.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:3,cnxmod:e4e45509-bfc0-4aee-b73e-17b7582bf7e1,lo:stax-anp:2-4-3,id:stax-anp:1631"
"180","3022@1",902,"If blood pH drops to 7.25 a buffer will have to act as a _________.",11938,11939,11940,11941,NA,NA,"weak base","strong base","weak acid","strong acid",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:3,context-cnxmod:e4e45509-bfc0-4aee-b73e-17b7582bf7e1,lo:stax-anp:2-4-5,exid:stax-anp:1632,type:conceptual-or-recall"
"181","3022@1",902,"If blood pH drops to 7.25 a buffer will have to act as a _________.",11938,11939,11940,11941,NA,NA,"weak base","strong base","weak acid","strong acid",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:3,cnxmod:e4e45509-bfc0-4aee-b73e-17b7582bf7e1,lo:stax-anp:2-4-5,id:stax-anp:1632"
"182","3023@1",1055,"Which of the following is an organic molecule essential to human functioning?",11942,11943,11944,11945,NA,NA,"H2O","lipid","salts","Calcium",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,lo:stax-anp:2-5-1,exid:stax-anp:1633,type:conceptual-or-recall"
"183","3023@1",1055,"Which of the following is an organic molecule essential to human functioning?",11942,11943,11944,11945,NA,NA,"H2O","lipid","salts","Calcium",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:y,cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,lo:stax-anp:2-5-1,id:stax-anp:1633"
"184","3024@1",526,"Carbon can covalently bond up to ____ other atoms.",11946,11947,11948,11949,NA,NA,"one","two","three","four",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,requires-choices:n,lo:stax-anp:2-5-2,id:stax-anp:1634"
"185","3024@1",526,"Carbon can covalently bond up to ____ other atoms.",11946,11947,11948,11949,NA,NA,"one","two","three","four",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,lo:stax-anp:2-5-2,exid:stax-anp:1634,type:conceptual-or-recall"
"186","3025@1",909,"Lactose is an important type of_________.",11950,11951,11952,11953,NA,NA,"monosaccharide","disaccharide","polysaccharide","glycogen",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,requires-choices:n,lo:stax-anp:2-5-3,id:stax-anp:1635"
"187","3025@1",909,"Lactose is an important type of_________.",11950,11951,11952,11953,NA,NA,"monosaccharide","disaccharide","polysaccharide","glycogen",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,lo:stax-anp:2-5-3,exid:stax-anp:1635,type:conceptual-or-recall"
"188","3026@1",1050,"A nucleotide is the building block of nucleic acids and contains a nitrogenous base, a phosphate group and a ______.",11954,11955,11956,11957,NA,NA,"carbon","fatty acid","ATP","sugar",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,requires-choices:n,dok:2,blooms:2,lo:stax-anp:2-5-6,id:stax-anp:1636"
"189","3026@1",1050,"A nucleotide is the building block of nucleic acids and contains a nitrogenous base, a phosphate group and a ______.",11954,11955,11956,11957,NA,NA,"carbon","fatty acid","ATP","sugar",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,context-cnxmod:6773536c-3efb-44c9-8ace-78fafdce27e1,dok:2,blooms:2,lo:stax-anp:2-5-6,exid:stax-anp:1636,type:conceptual-or-recall"
"190","3027@1",1231,"Which of the following is a major component of the plasma membrane of cells?",11958,11959,11960,11961,NA,NA,"salts","phospholipids","carbohydrates","CO2",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,lo:stax-anp:3-1-1,id:stax-anp:1637,cnxmod:ab65fdf7-9137-48d6-b949-5da675cda5e4"
"191","3027@1",1231,"Which of the following is a major component of the plasma membrane of cells?",11958,11959,11960,11961,NA,NA,"salts","phospholipids","carbohydrates","CO2",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:3-1-1,exid:stax-anp:1637,context-cnxmod:ab65fdf7-9137-48d6-b949-5da675cda5e4,type:conceptual-or-recall"
"192","3028@1",1053,"The glycocalyces on a person’s cell membrane are _______.",11962,11963,11964,11965,NA,NA,"genetically unique","found on the inside of the plasma membrane","protein channels","important to the hydrophobic head portions of the membrane",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:3,context-cnxmod:ab65fdf7-9137-48d6-b949-5da675cda5e4,lo:stax-anp:3-1-2,exid:stax-anp:1638,type:conceptual-or-recall"
"193","3028@1",1053,"The glycocalyces on a person’s cell membrane are _______.",11962,11963,11964,11965,NA,NA,"genetically unique","found on the inside of the plasma membrane","protein channels","important to the hydrophobic head portions of the membrane",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:3,cnxmod:ab65fdf7-9137-48d6-b949-5da675cda5e4,lo:stax-anp:3-1-2,id:stax-anp:1638"
"194","3029@1",530,"Materials that do not need a channel or carrier in moving through the plasma membrane move through a process called_______.",11966,11967,11968,11969,NA,NA,"simple diffusion","facilitated diffusion","active transport","aquaporin",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:ab65fdf7-9137-48d6-b949-5da675cda5e4,lo:stax-anp:3-1-3,exid:stax-anp:1639,type:conceptual-or-recall"
"195","3029@1",530,"Materials that do not need a channel or carrier in moving through the plasma membrane move through a process called_______.",11966,11967,11968,11969,NA,NA,"simple diffusion","facilitated diffusion","active transport","aquaporin",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,cnxmod:ab65fdf7-9137-48d6-b949-5da675cda5e4,lo:stax-anp:3-1-3,id:stax-anp:1639"
"196","3030@1",547,"In the cytoskeleton, which filament maintains cell size and shape?",11970,11971,11972,11973,NA,NA,"actin","microfilament","microtubule","cilia",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,lo:stax-anp:3-2-3,exid:stax-anp:1640,context-cnxmod:7d5ecac2-a4c4-4167-b952-c3a9bde54252,type:conceptual-or-recall"
"197","3030@1",547,"In the cytoskeleton, which filament maintains cell size and shape?",11970,11971,11972,11973,NA,NA,"actin","microfilament","microtubule","cilia",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,lo:stax-anp:3-2-3,id:stax-anp:1640,cnxmod:7d5ecac2-a4c4-4167-b952-c3a9bde54252"
"198","3031@1",545,"Molecules can pass through the nuclear membrane using what unique feature?",11974,11975,11976,11977,NA,NA,"nuclear pores","aquaporins","cholesterol molecules","nucleolus",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,lo:stax-anp:3-3-1,id:stax-anp:1641,cnxmod:f53c4738-3dce-4a11-8560-526c87ab0938"
"199","3031@1",545,"Molecules can pass through the nuclear membrane using what unique feature?",11974,11975,11976,11977,NA,NA,"nuclear pores","aquaporins","cholesterol molecules","nucleolus",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,lo:stax-anp:3-3-1,exid:stax-anp:1641,context-cnxmod:f53c4738-3dce-4a11-8560-526c87ab0938,type:conceptual-or-recall"
"200","3032@1",543,"Which of the following can be found inside the nucleus?",11978,11979,11980,11981,NA,NA,"Golgi apparatus","nucleolus","endoplasmic reticulum","peroxisome",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:y,cnxmod:f53c4738-3dce-4a11-8560-526c87ab0938,lo:stax-anp:3-3-2,id:stax-anp:1642"
"201","3032@1",543,"Which of the following can be found inside the nucleus?",11978,11979,11980,11981,NA,NA,"Golgi apparatus","nucleolus","endoplasmic reticulum","peroxisome",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:f53c4738-3dce-4a11-8560-526c87ab0938,lo:stax-anp:3-3-2,exid:stax-anp:1642,type:conceptual-or-recall"
"202","3033@1",548,"Transcription turns double stranded DNA into_________.",11982,11983,11984,11985,NA,NA,"a single stranded RNA copy","a single stranded DNA copy","a double stranded RNA copy","a protein",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:3,lo:stax-anp:3-4-2,exid:stax-anp:1643,context-cnxmod:9720dd66-aa78-4811-8a72-9caff10a22b9,type:conceptual-or-recall"
"203","3033@1",548,"Transcription turns double stranded DNA into_________.",11982,11983,11984,11985,NA,NA,"a single stranded RNA copy","a single stranded DNA copy","a double stranded RNA copy","a protein",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:3,lo:stax-anp:3-4-2,id:stax-anp:1643,cnxmod:9720dd66-aa78-4811-8a72-9caff10a22b9"
"204","3034@1",550,"Name all the types of RNA used in translation.",11986,11987,11988,11989,NA,NA,"mRNA only","mRNA and tRNA","mRNA, tRNA, and rRNA","RNA is not used in translation",NA,NA,"book:stax-anp,ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,time:medium,blooms:3,cnxmod:9720dd66-aa78-4811-8a72-9caff10a22b9,lo:stax-anp:3-4-3,id:stax-anp:1644"
"205","3034@1",550,"Name all the types of RNA used in translation.",11986,11987,11988,11989,NA,NA,"mRNA only","mRNA and tRNA","mRNA, tRNA, and rRNA","RNA is not used in translation",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:2,time:medium,blooms:3,context-cnxmod:9720dd66-aa78-4811-8a72-9caff10a22b9,lo:stax-anp:3-4-3,exid:stax-anp:1644,type:conceptual-or-recall"
"206","3035@1",567,"The function of a ribosome is to_________.",11990,11991,11992,11993,NA,NA,"detoxify the cell","package proteins","make lipids","synthesize proteins",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,cnxmod:9720dd66-aa78-4811-8a72-9caff10a22b9,lo:stax-anp:3-4-4,id:stax-anp:1645"
"207","3035@1",567,"The function of a ribosome is to_________.",11990,11991,11992,11993,NA,NA,"detoxify the cell","package proteins","make lipids","synthesize proteins",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:9720dd66-aa78-4811-8a72-9caff10a22b9,lo:stax-anp:3-4-4,exid:stax-anp:1645,type:conceptual-or-recall"
"208","3036@1",572,"In which stage of the cell cycle does DNA replicate?",11994,11995,11996,11997,NA,NA,"S stage of interphase","G1 of interphase","G2 of interphase","prophase",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:3-5-1,exid:stax-anp:1646,context-cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47,type:conceptual-or-recall"
"209","3036@1",572,"In which stage of the cell cycle does DNA replicate?",11994,11995,11996,11997,NA,NA,"S stage of interphase","G1 of interphase","G2 of interphase","prophase",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,lo:stax-anp:3-5-1,id:stax-anp:1646,cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47"
"210","3037@5",753," 
Fig. 3.33 shows the cell cycle. At which checkpoint must the cell be completely ready for mitosis?",29594,29595,29596,29597,NA,NA,"S checkpoint","M checkpoint","G1 checkpoint","G2 checkpoint",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47,lo:stax-anp:3-5-2,exid:stax-anp:1647,type:conceptual-or-recall"
"211","3037@5",753," 
Fig. 3.33 shows the cell cycle. At which checkpoint must the cell be completely ready for mitosis?",29594,29595,29596,29597,NA,NA,"S checkpoint","M checkpoint","G1 checkpoint","G2 checkpoint",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47,lo:stax-anp:3-5-2,id:stax-anp:1647"
"212","3038@1",554,"A cell that keeps going through mitosis after the checkpoints fail can develop into a__________.",12002,12003,12004,12005,NA,NA,"molecule","cancer cell","embolism","somatic cell",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:3,context-cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47,lo:stax-anp:3-5-3,exid:stax-anp:1648,type:conceptual-or-recall"
"213","3038@1",554,"A cell that keeps going through mitosis after the checkpoints fail can develop into a__________.",12002,12003,12004,12005,NA,NA,"molecule","cancer cell","embolism","somatic cell",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:3,cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47,lo:stax-anp:3-5-3,id:stax-anp:1648"
"214","3039@1",553,"Which stage of mitosis has the first appearance of a cleavage furrow?",12006,12007,12008,12009,NA,NA,"prophase","metaphase","anaphase","telophase",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47,lo:stax-anp:3-5-4,exid:stax-anp:1649,type:conceptual-or-recall"
"215","3039@1",553,"Which stage of mitosis has the first appearance of a cleavage furrow?",12006,12007,12008,12009,NA,NA,"prophase","metaphase","anaphase","telophase",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:ea2a2ecf-4268-4b70-b371-82888c466d47,lo:stax-anp:3-5-4,id:stax-anp:1649"
"216","3040@1",564,"Once a non-stem cell has differentiated, can it develop into another type of cell?",12010,12011,12012,12013,NA,NA,"no it cannot","only epidermis, or skin cells can","only internal organ cells can","only egg or sperm cells can",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,lo:stax-anp:3-6-1,id:stax-anp:1650,cnxmod:966c32cc-3d6f-4f4e-af4f-ea0c975e825c"
"217","3040@1",564,"Once a non-stem cell has differentiated, can it develop into another type of cell?",12010,12011,12012,12013,NA,NA,"no it cannot","only epidermis, or skin cells can","only internal organ cells can","only egg or sperm cells can",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,lo:stax-anp:3-6-1,exid:stax-anp:1650,context-cnxmod:966c32cc-3d6f-4f4e-af4f-ea0c975e825c,type:conceptual-or-recall"
"218","3041@1",685,"A _______ cell is fully specialized and can only reproduce to generate more of its own specific cell type.",12014,12015,12016,12017,NA,NA,"totipotent","pluripotent","unipotent","oligopotent",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:966c32cc-3d6f-4f4e-af4f-ea0c975e825c,lo:stax-anp:3-6-2,exid:stax-anp:1651,type:conceptual-or-recall"
"219","3041@1",685,"A _______ cell is fully specialized and can only reproduce to generate more of its own specific cell type.",12014,12015,12016,12017,NA,NA,"totipotent","pluripotent","unipotent","oligopotent",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:966c32cc-3d6f-4f4e-af4f-ea0c975e825c,lo:stax-anp:3-6-2,id:stax-anp:1651"
"220","3042@1",570,"Which of the following is not one of the four major types of tissue found in the human body?",12018,12019,12020,12021,NA,NA,"contractile tissue","connective tissue","nervous tissue","epithelial tissue",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,context-cnxmod:cdf9ebbd-b0fe-4fce-94b4-512f2a574f18,blooms:2,lo:stax-anp:4-1-1,exid:stax-anp:1652,type:conceptual-or-recall"
"221","3042@1",570,"Which of the following is not one of the four major types of tissue found in the human body?",12018,12019,12020,12021,NA,NA,"contractile tissue","connective tissue","nervous tissue","epithelial tissue",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,cnxmod:cdf9ebbd-b0fe-4fce-94b4-512f2a574f18,blooms:2,lo:stax-anp:4-1-1,id:stax-anp:1652"
"222","3043@1",575,"What type of cell-to-cell junction separates cells into apical and basal compartments?",12022,12023,12024,12025,NA,NA,"tight junctions","gap junctions","anchoring junctions","desmosomes",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:a16a9513-1ac9-495d-9096-bb8b31905a44,lo:stax-anp:4-2-2,id:stax-anp:1744"
"223","3043@1",575,"What type of cell-to-cell junction separates cells into apical and basal compartments?",12022,12023,12024,12025,NA,NA,"tight junctions","gap junctions","anchoring junctions","desmosomes",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:a16a9513-1ac9-495d-9096-bb8b31905a44,lo:stax-anp:4-2-2,exid:stax-anp:1744,type:conceptual-or-recall"
"224","3044@1",3983,"During starvation, fatty acids and triglycerides are used as sources of carbon to produce energy which prevents unnecessary breakdown of _______________.",12026,12027,12028,12029,NA,NA,"acetyl CoA","glucose","glycogen","proteins",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:24-5-1,exid:stax-anp:1745,context-cnxmod:b22867da-fb2e-45fa-9282-320155b8304a,type:conceptual-or-recall"
"225","3045@1",3988,"What structure allows individuals to override the micturition reflex, delaying voiding of the bladder?",12030,12031,12032,12033,NA,NA,"the external urinary sphincter","the internal urinary sphincter","the detrusor muscle","the sacral pelvic nerves",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:25-2-3,exid:stax-anp:1746,context-cnxmod:41e169f3-d147-4074-bf7e-788a2ae28caf,type:conceptual-or-recall"
"226","3046@1",4227,"What is the difference between cortical and juxtamedullary nephrons?",12034,12035,12036,12037,NA,NA,"Juxtamedullary nephrons lack a glomerular capsule.","Cortical nephrons have a Loop of Henle that does not dip below the cortex, juxtamedullary nephrons do.","Cortical nephrons have longer, deeper loops of Henle.","The majority of nephrons (85%) are juxtmedullary.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:25-3-4,exid:stax-anp:1747,context-cnxmod:ee5f4420-7ba2-44d6-86f1-85ff5a0e4ada,type:conceptual-or-recall"
"227","3047@1",4230,"What structures are only found within the cortex of the kidney?",12038,12039,12040,12041,NA,NA,"the renal pyramids","loops of Henle","interlobar arteries","the renal corpuscles",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,time:short,blooms:2,context-cnxmod:ee5f4420-7ba2-44d6-86f1-85ff5a0e4ada,lo:stax-anp:25-3-5,exid:stax-anp:1748,type:conceptual-or-recall"
"228","3048@1",4276,"Which of these structures is responsible for recovering filtered solutes and water, and returning them to circulation?",12042,12043,12044,12045,NA,NA,"the peritubular capillaries and vasa recta of the medulla","the glomerulus of the cortex","Bowman’s capsule in the cortex","the interlobular veins of the medulla",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:ee5f4420-7ba2-44d6-86f1-85ff5a0e4ada,lo:stax-anp:25-3-6,exid:stax-anp:1749,type:conceptual-or-recall"
"229","3049@1",4232,"Which is the main histological difference between the renal cortex and medulla?",12046,12047,12048,12049,NA,NA,"The renal cortex contains simple squamous epitelium.","The renal cortex contains simple cuboidal epithelium.","The renal cortex contains stratified squamous epithelium.","The renal cortex contains simple columnar epithelium.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:25-4-1,exid:stax-anp:1750,context-cnxmod:5c9bdf05-dd60-4769-a25a-e2958ff4c7a1,type:conceptual-or-recall"
"230","3050@1",4229,"What are the structures in the filtration membrane that align with spaces formed by podocytes in the renal capsule?",12050,12051,12052,12053,NA,NA,"pedicels","filtration slits","fenestrae","Bowman’s capsule",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:5c9bdf05-dd60-4769-a25a-e2958ff4c7a1,lo:stax-anp:25-4-2,exid:stax-anp:1751,type:conceptual-or-recall"
"231","3051@1",3985,"Where is the juxtoglomerular apparatus located?",12054,12055,12056,12057,NA,NA,"surrounding the distal convoluted tubules","surrounding the loop of Henle","between the glomerulus and the proximal convoluted tubule","directly outside Bowman’s capsule and the glomerulus",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:5c9bdf05-dd60-4769-a25a-e2958ff4c7a1,lo:stax-anp:25-4-5,exid:stax-anp:1752,type:conceptual-or-recall"
"232","3052@1",3990,"Which of these is a possible symptom of kidney failure?",12058,12059,12060,12061,NA,NA,"headache","stiff neck","high levels of glucose in the blood","widespread edema",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:25-5-6,exid:stax-anp:1753,context-cnxmod:ec43dac9-2850-402e-9a47-7f0fb16bcfb7,type:conceptual-or-recall"
"233","3053@1",4136,"What form of transport is used to reabsorb glucose and sodium in the proximal convoluted tubule?",12062,12063,12064,12065,NA,NA,"simple diffusion","osmosis","active transport","glucose is actually secreted, not reabsorbed",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,time:short,blooms:2,lo:stax-anp:25-6-1,exid:stax-anp:1754,context-cnxmod:f8201348-cb61-4874-9c86-074ef0fcb9b4,type:conceptual-or-recall"
"234","3054@2",3996,"Which of these transport proteins is an example of a symport channel?",52263,52264,52265,52266,NA,NA,"A <span data-math=""\text{Na}^+"">Na+</span> ATPase pump that concentrates <span data-math=""\text{Na}^+"">Na+</span> ions on one side of the membrane.","Water osmoses by itself through aquaporins.","Bicarbonate and <span data-math=""\text{Cl}^-"">Na+</span> share a transport protein and move in opposite directions.","Amino acids and <span data-math=""\text{Na}^+"">Na+</span> share a transport protein and move in the same direction.",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,time:short,blooms:2,context-cnxmod:f8201348-cb61-4874-9c86-074ef0fcb9b4,lo:stax-anp:25-6-2,exid:stax-anp:1755,type:conceptual-or-recall"
"235","3055@1",4271,"What is the difference between passive and active tubular reabsorption?",12070,12071,12072,12073,NA,NA,"Active tubular reabsorption requires an input of ATP.","Only active tubular reabsorption moves two substances through a channel together in the same direction.","Only active tubular reabsorption moves two substances through a channel in the opposite direction.","Passive tubular transport must be paired with the forced concentration of another solute to occur.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:f8201348-cb61-4874-9c86-074ef0fcb9b4,lo:stax-anp:25-6-3,exid:stax-anp:1756,type:conceptual-or-recall"
"236","3056@4",3997,"What change occurs to filtrate in the ascending loop of Henle to keep it hypotonic?",52292,52291,52293,52294,NA,NA,"passage of water out of the filtrate via aquaporins","passage of water into the filtrate via aquaporins","active transport of <span data-math=""\text{Na}^+"">Na+</span> into the filtrate","active transport of <span data-math=""\text{Na}^+"">Na+</span> out of the filtrate",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:f8201348-cb61-4874-9c86-074ef0fcb9b4,lo:stax-anp:25-6-4,exid:stax-anp:1757,type:conceptual-or-recall"
"237","3057@1",4168,"What part of filtrate is recovered or lost through intercalated cells in the collecting ducts?",12078,12079,12080,12081,NA,NA,"sodium and potassium ions","acids or bicarbonate","water","urea",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:f8201348-cb61-4874-9c86-074ef0fcb9b4,lo:stax-anp:25-6-5,exid:stax-anp:1758,type:conceptual-or-recall"
"238","3058@2",4005,"What part of the nephron does NOT experience any secretion of H+, NH4+, or drugs?",52305,52304,52306,52303,NA,NA,"the proximal convoluted tubule","the distal convoluted tubule","loop of Henle","collecting ducts",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:f8201348-cb61-4874-9c86-074ef0fcb9b4,lo:stax-anp:25-6-7,exid:stax-anp:1759,type:conceptual-or-recall"
"239","3059@3",3999,"What is the response of the juxtoglomerular cells when filtrate osmolarity is too high?",52253,52251,52252,52254,NA,NA,"The juxtaglomerular cells would begin releasing more <span data-math=""\text{Na}^+"">Na+</span> into the filtrate.","Juxtaglomerular cells relax, increasing the GFR.","Active renin would be released.","Juxtaglomerular cells contract, decreasing the GFR.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:25-7-2,exid:stax-anp:1760,context-cnxmod:b8ebb2e5-7a01-46d3-9c16-f258683cd8ed,type:conceptual-or-recall"
"240","3060@1",1628,"What pathway do somatosensory stimuli from below the neck travel to reach the brain?",12090,12091,12092,12093,NA,NA,"spinal cord","trigeminal cranial nerve","vestibulocochlear nerve","olfactory nerve",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,lo:stax-anp:14-2-1,id:stax-anp:1341,cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31"
"241","3060@1",1628,"What pathway do somatosensory stimuli from below the neck travel to reach the brain?",12090,12091,12092,12093,NA,NA,"spinal cord","trigeminal cranial nerve","vestibulocochlear nerve","olfactory nerve",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:14-2-1,exid:stax-anp:1341,context-cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,type:conceptual-or-recall"
"242","3061@1",1934,"The second-order neuron in the spinothalamic tract originates in the _______________ within the CNS.",12094,12095,12096,12097,NA,NA,"medulla","pons","spinal cord gray matter","thalamus",NA,NA,"book:stax-anp,ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,cnxmod:29cade27-ba23-4f4a-8cbd-128e72420f31,lo:stax-anp:14-2-2,id:stax-anp:1342"
